Product,Sales,Region,Profit
Tablet,69977,East,16003
Tablet,15807,East,3526
Monitor,94019,South,16575
Laptop,5051,East,1077
Mouse,12223,East,4638
Phone,38326,West,18067
Mouse,2534,South,19797
Tablet,45251,South,14733
Laptop,82444,West,2803
Laptop,95082,West,13865
Mouse,30872,South,1608
Keyboard,49941,South,4753
Keyboard,83776,East,15474
Phone,77275,South,1459
Tablet,64261,West,17427
Tablet,62562,East,1910
Mouse,23893,North,1254
Mouse,29375,North,4230
Mouse,53622,West,9618
Tablet,49079,South,5452
Keyboard,71978,West,3108
Keyboard,45134,North,17189
Mouse,37455,South,8093
Phone,3245,West,8182
Phone,13384,South,10033
Keyboard,75139,North,9375
Tablet,84359,South,17125
Mouse,4308,South,8793
Mouse,62988,West,14332
Monitor,33945,South,14798
Keyboard,84820,West,18707
Monitor,85081,North,17086
Mouse,78121,West,3588
Tablet,51257,North,7175
Tablet,68367,West,19102
Monitor,47162,South,10706
Laptop,43013,East,980
Phone,9005,West,7360
Mouse,23655,South,11820
Tablet,91603,North,4817
Keyboard,88548,West,1078
Mouse,68838,West,18025
Tablet,34899,East,10202
Mouse,41565,North,595
Keyboard,80696,West,3439
Keyboard,88587,West,3199
Keyboard,96575,North,931
Laptop,18279,South,2532
Phone,31806,North,9724
Phone,9681,East,4960
Phone,54736,East,8686
Laptop,43204,West,3665
Keyboard,12256,South,13228
Phone,1148,South,2971
Mouse,4416,West,4534
Monitor,26439,South,188
Tablet,95535,West,9492
Laptop,24421,East,5487
Mouse,27127,West,3821
Phone,89402,West,13537
Phone,11463,East,14623
Tablet,15874,West,549
Phone,39768,South,3143
Mouse,82396,West,15167
Tablet,57044,West,17098
Monitor,99433,South,13247
Phone,48298,South,1484
Keyboard,85396,West,1336
Tablet,29365,East,5180
Mouse,63931,South,13036
Tablet,44813,North,1478
Mouse,54467,North,15878
Mouse,27042,North,11064
Laptop,26123,East,18341
Phone,74110,North,10544
Keyboard,49443,West,1592
Tablet,85180,South,19564
Monitor,87869,South,15193
Phone,25519,North,12698
Monitor,90389,East,4397
Mouse,44621,North,8225
Tablet,84386,East,12247
Tablet,27243,North,6219
Tablet,42205,South,1890
Laptop,5531,South,1322
Laptop,57139,North,7464
Monitor,2384,North,18888
Mouse,9076,West,7478
Keyboard,49588,North,10053
Keyboard,53893,East,6561
Laptop,17776,West,11557
Keyboard,66071,East,9080
Monitor,7915,North,11011
Laptop,72220,South,2505
Mouse,5599,East,19680
Keyboard,85800,East,7631
Monitor,17830,West,16018
Laptop,50130,South,14319
Tablet,71568,South,14889
Tablet,69165,North,2987
Tablet,17064,East,7173
Tablet,19649,East,7134
Keyboard,22004,North,539
Mouse,79882,East,16020
Phone,26141,East,14412
Laptop,76828,West,16034
Monitor,48509,West,1787
Laptop,45241,West,2191
Phone,69483,South,19743
Keyboard,29501,North,14051
Keyboard,69562,East,17790
Mouse,99516,North,3041
Laptop,76821,North,11731
Tablet,27995,West,7383
Mouse,60704,East,6849
Laptop,77321,North,1448
Mouse,64493,South,11572
Tablet,32327,North,6759
Mouse,63155,South,7881
Mouse,20684,East,18761
Mouse,42974,North,17330
Tablet,6535,East,12987
Laptop,5550,North,18507
Laptop,56610,East,7908
Phone,96058,East,6475
Monitor,69836,South,16910
Laptop,33485,North,17182
Phone,50094,South,4740
Keyboard,43098,East,12400
Keyboard,74618,East,10317
Monitor,93641,West,16033
Laptop,2970,North,11571
Laptop,89283,West,3468
Tablet,44449,East,14482
Laptop,73638,East,19846
Monitor,87607,East,8817
Mouse,28458,South,14629
Tablet,40943,East,15684
Monitor,40981,North,4352
Phone,94125,South,7002
Tablet,70698,East,16511
Keyboard,2766,East,11999
Keyboard,13042,West,16609
Phone,77530,West,6207
Phone,34051,East,9702
Monitor,97010,East,1594
Tablet,58517,East,5725
Mouse,48866,North,3115
Laptop,70351,West,5639
Tablet,14705,South,5075
Laptop,77755,South,18556
Tablet,10003,West,466
Keyboard,24741,South,17858
Phone,89071,South,15300
Keyboard,28978,West,1076
Mouse,36392,West,3818
Keyboard,64234,South,5394
Tablet,59462,South,1532
Keyboard,27604,East,1173
Mouse,32412,West,10010
Keyboard,45506,North,3540
Mouse,35073,North,10763
Tablet,48984,South,17478
Phone,55429,South,11351
Tablet,65608,North,4122
Laptop,69090,South,4065
Phone,38803,South,19564
Tablet,24852,West,9331
Tablet,28186,West,18086
Laptop,91450,North,1153
Monitor,30216,North,17798
Monitor,51875,South,16506
Monitor,59662,East,12322
Keyboard,56266,West,13162
Tablet,68892,West,1410
Keyboard,97202,West,7664
Phone,11724,South,8404
Mouse,34099,East,19183
Laptop,13684,West,4518
Mouse,13098,West,13353
Laptop,8698,West,2879
Phone,57738,West,6977
Laptop,31061,West,11854
Monitor,4595,South,2904
Keyboard,64897,West,9802
Keyboard,93111,West,5583
Keyboard,84883,West,6215
Keyboard,44925,West,9865
Tablet,91287,North,8521
Tablet,35966,West,13256
Tablet,21821,South,16872
Monitor,12835,East,3129
Mouse,56141,North,10621
Laptop,9403,West,13891
Mouse,77755,North,919
Laptop,4183,South,15678
Monitor,46457,South,15719
Phone,98104,West,10974
Phone,4574,South,276
Phone,95412,East,16408
Tablet,64588,West,15435
Tablet,48617,North,3049
Phone,97108,East,19256
Phone,99732,South,3863
Mouse,75449,South,18794
Monitor,30292,South,351
Laptop,29900,East,175
Keyboard,23293,South,7238
Monitor,33767,South,16414
Phone,25011,South,19533
Phone,63732,South,4456
Tablet,40069,South,2545
Phone,88274,West,14334
Tablet,97366,East,19982
Monitor,41400,North,13487
Mouse,70426,South,18001
Laptop,7841,East,11447
Tablet,50849,East,9485
Laptop,42146,East,11213
Mouse,66103,South,7076
Phone,85353,North,12588
Laptop,51715,South,9798
Laptop,98590,South,5614
Laptop,84963,South,11408
Phone,30391,North,17444
Phone,73988,West,13210
Tablet,4325,East,5360
Mouse,95785,West,10761
Tablet,86780,North,4962
Phone,32633,South,19094
Monitor,16005,West,7037
Phone,6345,West,7362
Tablet,72392,South,17180
Tablet,45399,East,10096
Phone,1124,North,19856
Monitor,89653,East,18542
Phone,86502,South,188
Laptop,14317,North,6287
Phone,60118,North,11402
Keyboard,44660,North,9834
Tablet,17790,North,2443
Phone,25203,East,3693
Tablet,21400,South,2559
Mouse,1354,East,18076
Keyboard,65432,West,3861
Phone,59488,North,7133
Monitor,84595,South,2777
Keyboard,83759,West,9876
Laptop,29481,South,9746
Monitor,56139,East,17796
Phone,16196,South,9346
Laptop,39295,West,12000
Phone,84027,North,9416
Monitor,42931,North,17482
Mouse,71817,North,13869
Laptop,1299,South,13277
Monitor,91465,North,12907
Mouse,52970,East,19545
Monitor,7179,East,721
Laptop,57720,West,14301
Monitor,31687,East,13056
Phone,50609,North,9569
Keyboard,75325,West,17107
Phone,84403,West,12460
Mouse,82656,North,9614
Laptop,16761,North,11067
Tablet,94014,West,11920
Phone,77002,West,10528
Tablet,66093,North,10552
Laptop,89928,North,12867
Mouse,62391,East,12247
Laptop,86456,North,13851
Laptop,48424,North,12626
Mouse,6214,North,9507
Laptop,53697,North,19534
Phone,40604,East,16609
Keyboard,4479,East,14177
Keyboard,86857,South,3945
Keyboard,55991,North,3533
Laptop,68660,South,11975
Mouse,9907,East,6534
Tablet,51564,East,5539
Phone,38169,West,18872
Tablet,1066,South,1726
Phone,85475,North,18448
Mouse,34777,West,10620
Mouse,11016,West,15621
Monitor,99640,West,15477
Phone,22248,East,10884
Monitor,65593,East,13617
Tablet,55958,North,16743
Keyboard,69112,West,11434
Phone,73411,East,6993
Phone,3588,West,10368
Laptop,24110,West,10917
Phone,96898,East,12912
Monitor,88110,East,11435
Phone,98299,East,16247
Mouse,53668,East,14065
Keyboard,58605,South,1452
Phone,89833,East,5950
Phone,17998,North,18473
Monitor,2203,West,14199
Monitor,15773,East,13291
Laptop,45252,East,4185
Tablet,10570,North,13026
Mouse,28343,South,4181
Monitor,17596,East,6654
Laptop,88923,North,17846
Tablet,52697,South,213
Monitor,38571,West,328
Monitor,21123,East,16349
Tablet,73646,West,17118
Tablet,1485,North,14440
Monitor,19243,East,12964
Tablet,85387,West,5788
Laptop,64122,West,4553
Monitor,56294,East,9529
Monitor,78634,North,18036
Mouse,3938,East,12199
Mouse,66826,South,3685
Laptop,15315,East,17346
Mouse,13902,West,8804
Monitor,85198,South,1012
Laptop,13520,East,4868
Laptop,86193,West,5325
Laptop,33759,North,11519
Monitor,3690,East,10417
Monitor,18174,East,12227
Mouse,13287,South,2152
Mouse,21939,West,12370
Monitor,88274,East,3007
Tablet,8915,North,8660
Phone,95085,East,12533
Tablet,17782,East,13949
Phone,86072,West,8108
Mouse,86150,North,14131
Tablet,6982,North,17867
Monitor,31253,North,8377
Keyboard,18273,East,19315
Monitor,82666,South,8355
Keyboard,58828,North,16210
Tablet,17410,South,14997
Keyboard,41031,North,13513
Laptop,63100,South,20000
Keyboard,41866,North,6605
Monitor,72246,West,3900
Mouse,73545,West,10035
Mouse,61893,North,12267
Mouse,33617,East,16436
Tablet,18920,South,7432
Mouse,55236,West,13944
Phone,39632,South,8151
Mouse,31531,West,16613
Mouse,83942,East,16273
Monitor,36283,East,9966
Phone,24083,North,2452
Laptop,86551,West,9933
Monitor,26283,West,11112
Laptop,43286,East,1188
Phone,17257,South,15533
Laptop,30968,East,12270
Laptop,62546,South,14477
Tablet,66688,East,3152
Tablet,20552,North,15408
Laptop,50868,North,4965
Phone,6383,North,18726
Mouse,79180,North,1616
Tablet,33845,North,6458
Laptop,76711,South,16620
Mouse,26285,North,13422
Keyboard,35406,South,12838
Mouse,43580,East,7281
Phone,46124,North,14248
Mouse,61971,South,11594
Mouse,39496,West,10427
Monitor,20688,East,5411
Keyboard,34729,East,13321
Mouse,88451,West,12089
Keyboard,77622,South,13494
Monitor,82211,East,6464
Mouse,3952,South,11519
Mouse,31084,West,646
Monitor,9890,West,8457
Keyboard,97811,South,14846
Tablet,28754,West,858
Mouse,89220,South,7110
Mouse,72078,South,8414
Laptop,20333,South,4682
Keyboard,42983,West,2759
Laptop,19391,South,14314
Keyboard,29841,West,3221
Keyboard,66449,East,8365
Monitor,18525,West,18917
Tablet,13582,East,18545
Phone,31744,West,9985
Monitor,93558,North,17561
Tablet,17125,East,16885
Monitor,2993,North,253
Keyboard,14259,East,13672
Keyboard,91724,South,12481
Keyboard,29903,North,14099
Phone,60854,East,14923
Mouse,46073,West,11972
Monitor,16738,North,15816
Mouse,9092,South,1656
Phone,72022,East,662
Mouse,8411,North,2447
Keyboard,89072,West,15919
Laptop,76136,West,731
Tablet,69271,East,17543
Laptop,27489,South,4107
Monitor,47485,East,6827
Laptop,98333,West,3111
Laptop,77144,East,1271
Tablet,3273,East,10889
Tablet,42088,South,4509
Monitor,66873,North,14360
Keyboard,13615,East,2493
Phone,66448,South,15655
Mouse,6671,East,11157
Monitor,24168,North,2971
Phone,85075,East,9723
Keyboard,64971,South,17488
Keyboard,46951,East,2556
Keyboard,92948,North,16621
Monitor,42697,East,4608
Tablet,90591,West,13568
Tablet,76312,West,1886
Keyboard,7743,South,5206
Laptop,81961,East,17650
Phone,92818,South,15943
Keyboard,20796,East,4386
Keyboard,27906,North,1920
Phone,32083,East,15172
Laptop,30624,North,13718
Tablet,24919,South,15877
Phone,23740,South,18921
Keyboard,96997,West,17285
Monitor,65741,South,7561
Phone,83114,North,5922
Phone,81340,West,16788
Keyboard,10816,West,10883
Mouse,9260,East,19618
Laptop,93640,South,15168
Monitor,54191,North,14104
Monitor,26859,North,17334
Monitor,72757,South,6561
Monitor,38382,West,1844
Phone,12571,East,7199
Mouse,48201,West,19029
Laptop,87588,East,15059
Tablet,59550,West,14723
Phone,54915,East,578
Keyboard,51745,South,7478
Monitor,11114,North,17068
Phone,97881,West,5688
Mouse,66723,West,8501
Keyboard,96330,West,14226
Mouse,20606,West,9892
Mouse,29468,East,8674
Tablet,93758,West,13306
Keyboard,16200,North,14441
Laptop,78486,West,19759
Laptop,76858,East,16459
Mouse,78203,West,8631
Phone,70422,West,13826
Phone,13504,North,7837
Keyboard,69241,South,9026
Mouse,59331,South,16598
Tablet,1284,South,12494
Tablet,14398,North,5164
Tablet,18062,West,15645
Tablet,43107,North,574
Monitor,63825,South,19050
Tablet,53027,South,18638
Keyboard,75545,West,9569
Keyboard,49423,South,5972
Laptop,22552,West,13212
Laptop,45024,West,11397
Monitor,59153,West,15544
Phone,83175,East,18527
Keyboard,32992,West,9152
Keyboard,14306,South,8920
Phone,55758,South,2711
Keyboard,32065,West,10125
Keyboard,61043,North,17292
Phone,40444,North,14113
Monitor,69186,North,2845
Phone,43531,North,8134
Monitor,90346,East,18721
Keyboard,88774,West,6670
Monitor,23789,South,7769
Tablet,36743,North,6181
Tablet,53912,South,15270
Mouse,20931,South,13666
Laptop,24815,West,9026
Keyboard,75976,North,18411
Phone,54521,East,14473
Laptop,31069,North,9391
Keyboard,56623,West,934
Mouse,44794,East,7643
Laptop,18541,West,1419
Mouse,48040,South,4043
Keyboard,24773,East,19770
Phone,74907,South,11469
Keyboard,52798,North,10266
Laptop,7527,East,15513
Monitor,81464,South,11255
Laptop,68046,North,1661
Keyboard,31152,South,4442
Mouse,18965,East,2510
Keyboard,58206,West,1493
Keyboard,19530,South,17898
Mouse,56093,East,3391
Monitor,73859,East,17915
Mouse,41256,North,13879
Phone,20272,East,4526
Mouse,4135,North,5314
Mouse,63376,South,11138
Keyboard,12598,North,13019
Monitor,75461,North,5028
Laptop,41122,North,10676
Mouse,74083,North,1429
Phone,31251,North,15894
Mouse,21608,South,6053
Monitor,51987,North,18052
Phone,33390,East,14819
Mouse,27883,East,11329
Tablet,46512,North,16739
Monitor,6058,North,6203
Laptop,41510,North,19177
Tablet,2179,West,19402
Tablet,22693,North,335
Phone,63866,East,8289
Mouse,81087,West,19562
Laptop,96396,West,10125
Mouse,90249,South,4976
Phone,47877,South,2885
Monitor,66106,East,13537
Mouse,89087,North,6513
Phone,18453,East,15098
Mouse,56848,South,16629
Tablet,5814,West,13385
Phone,95845,West,18659
Monitor,44209,North,11775
Keyboard,39810,West,11269
Keyboard,24945,North,10818
Laptop,39614,South,17456
Phone,87870,South,979
Mouse,14728,South,9828
Keyboard,48716,East,10780
Laptop,39595,West,6934
Laptop,31482,West,8686
Monitor,67925,North,4035
Tablet,4844,South,17802
Monitor,86820,East,10777
Monitor,44906,West,7283
Phone,40451,South,6015
Phone,6802,North,18822
Laptop,92128,North,5354
Laptop,11463,North,7146
Laptop,68650,West,10094
Phone,5721,East,12241
Keyboard,11112,West,8957
Monitor,78669,North,12670
Mouse,55467,West,8697
Monitor,65505,North,12399
Laptop,70651,North,14115
Phone,36946,West,12933
Phone,45000,South,13185
Mouse,52183,South,16479
Laptop,98977,South,9480
Phone,66596,West,2858
Keyboard,17557,West,18239
Laptop,16660,North,19992
Mouse,68207,West,1964
Mouse,60349,South,15583
Tablet,65565,West,2433
Keyboard,33988,East,5143
Keyboard,9013,South,7808
Monitor,26359,North,5012
Monitor,19879,North,2171
Mouse,66658,North,14268
Mouse,36392,North,11321
Monitor,62284,East,6483
Laptop,75837,West,11874
Monitor,29317,South,7446
Mouse,67803,East,565
Laptop,67991,North,9788
Keyboard,78440,West,4463
Phone,55694,South,1299
Phone,60320,East,9845
Tablet,2952,North,6853
Monitor,40676,East,15335
Monitor,52281,South,19486
Phone,44219,East,4481
Keyboard,13438,North,2116
Monitor,36833,West,14386
Tablet,8380,North,1136
Monitor,84171,North,13698
Tablet,50461,East,19295
Keyboard,71648,North,14017
Monitor,26936,East,10367
Laptop,47117,South,18093
Phone,47672,South,5947
Monitor,2457,West,9649
Mouse,6187,East,11741
Monitor,45582,West,9153
Tablet,12442,South,13478
Phone,94937,North,5489
Monitor,42064,North,18379
Phone,8965,East,9200
Keyboard,94202,North,9565
Phone,13283,West,19315
Laptop,2643,North,13786
Laptop,44979,North,14747
Laptop,76018,South,10510
Mouse,35099,South,9965
Laptop,41904,West,19258
Mouse,58904,South,4865
Phone,97239,South,8493
Monitor,87251,North,19208
Mouse,80909,West,19238
Phone,82316,East,2589
Monitor,6612,South,16951
Tablet,94070,North,5591
Monitor,86714,East,18425
Laptop,8677,South,18464
Laptop,24901,South,6487
Keyboard,21217,North,14435
Phone,76470,East,7067
Tablet,67852,East,1380
Phone,2897,North,17790
Mouse,35442,West,415
Monitor,55950,West,19008
Laptop,95086,East,6479
Tablet,18088,North,6821
Tablet,67016,North,18812
Phone,17136,North,9434
Tablet,23721,South,18376
Monitor,78503,South,6227
Monitor,20589,East,15005
Phone,52050,West,9111
Keyboard,80491,East,19880
Mouse,37046,East,15104
Tablet,64603,East,17508
Keyboard,17399,East,15642
Laptop,15392,West,1981
Phone,71984,East,8562
Keyboard,85285,North,2683
Laptop,23030,North,1342
Laptop,76573,East,3030
Phone,53346,West,5455
Phone,60439,North,18627
Mouse,48602,West,15564
Keyboard,21690,East,8077
Laptop,72059,East,4970
Phone,27464,West,9702
Mouse,93219,South,14798
Monitor,5643,East,6162
Mouse,30724,North,4686
Laptop,24397,East,17780
Mouse,81482,West,1399
Mouse,99383,East,8526
Phone,17361,West,6588
Monitor,59820,North,9755
Phone,16092,South,10475
Tablet,41426,East,3658
Tablet,72525,East,14674
Laptop,3298,West,17799
Phone,94476,East,13264
Laptop,7104,North,13120
Mouse,44797,North,1738
Monitor,87953,East,19104
Mouse,30131,South,7504
Monitor,12098,West,9914
Tablet,5781,North,16697
Keyboard,91959,West,16302
Tablet,98397,West,6995
Mouse,67874,North,7342
Laptop,1379,South,15657
Tablet,60792,East,12475
Keyboard,45976,West,3700
Keyboard,15897,East,16715
Phone,99092,North,13273
Monitor,6171,West,18910
Monitor,25744,South,727
Tablet,93420,West,10687
Phone,5923,North,4574
Keyboard,87779,East,9954
Mouse,36530,North,7551
Monitor,91443,South,11492
Phone,48040,South,8863
Phone,92494,South,11252
Tablet,76557,South,5639
Monitor,17154,East,15311
Laptop,50128,West,3479
Keyboard,12309,East,9490
Tablet,89953,North,8504
Tablet,72203,South,16373
Mouse,50327,South,2680
Laptop,83663,West,6201
Phone,18347,East,1582
Monitor,3772,West,16877
Phone,89788,East,5782
Keyboard,87983,West,7267
Tablet,98096,West,7949
Laptop,15504,South,11254
Phone,5389,North,2484
Mouse,45220,South,13411
Tablet,92753,East,4640
Phone,28288,South,11848
Tablet,37625,East,9321
Laptop,20682,West,13207
Keyboard,41434,West,6607
Mouse,42210,North,19025
Tablet,25663,North,11912
Phone,58547,East,15956
Laptop,29541,East,5698
Tablet,87341,West,4170
Mouse,45984,West,19254
Mouse,23979,North,13584
Phone,69040,South,2589
Mouse,26850,South,9435
Monitor,53231,South,4515
Laptop,42450,West,15944
Tablet,50047,South,17734
Mouse,3133,East,5894
Laptop,6149,South,14277
Keyboard,97126,North,18370
Phone,61933,South,13598
Keyboard,91329,South,12258
Monitor,98569,West,15023
Keyboard,40149,South,9166
Tablet,62626,East,18507
Tablet,12043,North,12217
Keyboard,71143,East,19950
Keyboard,90850,West,10514
Phone,82813,West,18994
Laptop,91382,East,2031
Mouse,36869,North,4618
Mouse,60546,West,19833
Phone,25097,North,6269
Phone,30742,North,13436
Keyboard,82542,North,19669
Keyboard,69864,South,12233
Tablet,41125,South,18935
Keyboard,49127,West,19140
Laptop,61083,East,19252
Laptop,63560,North,2250
Keyboard,5709,South,7594
Laptop,35428,North,229
Tablet,93401,East,18889
Phone,40918,West,11530
Phone,49826,West,14536
Tablet,90089,South,7724
Mouse,11806,West,6910
Mouse,15881,West,15323
Laptop,58610,West,10067
Tablet,2413,West,10889
Tablet,38319,North,6437
Mouse,94966,South,3775
Mouse,34602,North,1905
Tablet,18846,West,8194
Tablet,75874,East,6737
Tablet,5812,North,1291
Phone,18061,East,14976
Phone,26662,East,8664
Tablet,73365,North,19419
Tablet,25460,West,19935
Tablet,29792,North,11375
Laptop,40320,North,11530
Phone,57280,South,11999
Mouse,44577,North,14264
Keyboard,20327,East,4159
Laptop,68320,East,10394
Phone,31529,West,7164
Laptop,73394,North,16327
Tablet,85772,East,17104
Phone,77633,East,15858
Mouse,40642,West,8908
Tablet,41199,South,7058
Phone,20916,West,1074
Phone,15248,North,7384
Monitor,19690,North,7869
Phone,7977,East,5060
Phone,8769,North,6760
Monitor,38452,West,11221
Mouse,57057,East,5607
Tablet,7226,East,10434
Phone,25556,East,5854
Mouse,75243,West,17026
Monitor,86080,East,19961
Laptop,95300,West,9926
Keyboard,25157,East,12574
Laptop,31773,East,8812
Monitor,70766,South,8362
Monitor,47750,North,3285
Phone,12186,East,7932
Keyboard,88909,East,926
Keyboard,68921,West,2593
Tablet,9054,South,5092
Monitor,20628,East,7905
Monitor,96183,South,11860
Keyboard,41043,West,15044
Phone,84453,East,11612
Phone,48559,East,11016
Monitor,7447,South,4188
Monitor,52023,North,16222
Tablet,98615,West,6341
Keyboard,95202,North,11612
Keyboard,26943,West,18728
Mouse,12973,West,5770
Keyboard,33323,North,8492
Phone,46556,West,5930
Monitor,85577,South,5794
Laptop,51912,West,10045
Tablet,80457,East,15739
Mouse,63137,West,4869
Tablet,20623,West,14521
Keyboard,89375,North,13122
Monitor,74990,North,19598
Tablet,30922,West,12556
Mouse,94480,North,14620
Laptop,48236,East,1630
Monitor,63342,East,9948
Mouse,73995,North,17658
Phone,18150,East,750
Keyboard,18299,North,12465
Keyboard,53410,South,4604
Tablet,32528,North,9231
Monitor,35476,East,4083
Mouse,28422,North,1372
Keyboard,81082,West,16672
Laptop,34320,North,2323
Phone,2441,North,4806
Tablet,94533,South,6354
Phone,85590,South,14818
Tablet,72331,West,18947
Mouse,89491,West,5354
Monitor,4674,East,16611
Monitor,42717,North,15611
Laptop,16464,East,18972
Phone,38524,East,12916
Laptop,32317,West,1767
Phone,74378,North,19097
Mouse,68211,East,19214
Tablet,79958,East,9049
Mouse,71503,East,3411
Laptop,82171,North,5371
Laptop,92587,West,4298
Phone,78363,South,17240
Laptop,46695,West,11340
Mouse,87886,North,8736
Mouse,55072,South,5607
Monitor,38051,South,17528
Mouse,9997,South,3207
Monitor,5863,West,1033
Keyboard,7216,West,18955
Tablet,14095,North,19376
Monitor,1886,East,13895
Tablet,84846,North,13296
Phone,10119,South,19404
Keyboard,46205,North,10216
Mouse,83498,North,8310
Keyboard,44098,West,12961
Keyboard,99356,South,4779
Monitor,38599,North,7185
Laptop,67348,West,5541
Laptop,79972,West,11529
Keyboard,69244,West,18020
Mouse,45161,West,3566
Phone,63004,East,3335
Mouse,98825,West,15736
Phone,78351,South,6167
Tablet,27235,West,12677
Keyboard,91872,South,17058
Keyboard,92463,East,18838
Laptop,36273,East,13653
Phone,15120,West,17895
Phone,23725,West,7228
Tablet,22107,North,1404
Phone,96155,West,15400
Phone,29200,South,10596
Tablet,61650,West,8330
Laptop,48740,East,6150
Keyboard,3686,East,8308
Keyboard,2671,East,14587
Phone,11008,North,6911
Monitor,57806,West,191
Phone,68321,East,16806
Keyboard,72036,West,2988
Tablet,50996,North,4817
Mouse,60932,South,3819
Mouse,51301,North,3297
Tablet,72479,North,4147
Laptop,45127,South,15557
Mouse,82113,South,14558
Keyboard,11845,South,8763
Laptop,82097,South,2721
Mouse,23519,North,17226
Phone,23861,North,12024
Tablet,63929,South,17547
Laptop,6253,East,15453
Phone,97029,North,18403
Monitor,7995,South,15592
Monitor,31608,East,470
Laptop,32716,North,11526
Keyboard,56037,North,1162
Monitor,78219,West,5315
Monitor,71109,East,11048
Keyboard,49615,East,8311
Mouse,87626,South,8333
Laptop,67686,North,9342
Phone,84543,North,14911
Laptop,71035,South,19912
Monitor,28837,North,14713
Laptop,79037,East,9941
Phone,72676,West,18913
Laptop,90561,West,13989
Laptop,31489,South,3488
Laptop,12888,East,12508
Phone,58115,West,11108
Tablet,6878,East,276
Phone,40039,East,1902
Mouse,18114,North,18949
Tablet,38247,North,4173
Mouse,41137,East,15760
Monitor,86382,South,584
Monitor,79436,West,8789
Laptop,32135,East,15081
Monitor,25777,North,15309
Monitor,3286,North,15936
Keyboard,22446,South,19889
Mouse,70351,West,18565
Phone,37291,North,12366
Mouse,38999,South,6357
Mouse,5554,North,2127
Tablet,43601,North,15174
Mouse,40877,West,10506
Mouse,46886,South,17695
Mouse,33581,North,10472
Phone,98084,North,9961
Keyboard,72253,East,7414
Tablet,58938,South,13260
Tablet,58094,East,13694
Tablet,28038,West,10817
Tablet,35473,West,4501
Phone,86553,West,8722
Keyboard,74076,South,14648
Tablet,21833,North,2914
Keyboard,58202,East,204
Mouse,42063,North,2878
Phone,86373,West,142
Monitor,53047,West,3612
Keyboard,41917,East,791
Mouse,67236,East,5064
Phone,1399,East,430
Keyboard,26840,North,4474
Tablet,60834,South,17222
Tablet,32601,West,3795
Monitor,94306,West,123
Keyboard,96842,East,2688
Monitor,9560,South,8367
Mouse,57221,West,7388
Mouse,73565,East,10510
Phone,14189,South,12436
Keyboard,52135,South,8526
Monitor,95055,East,8821
Laptop,91038,South,5998
Monitor,11999,North,19623
Phone,68917,North,11979
Monitor,89615,South,9162
Phone,97364,North,14553
Phone,47991,East,17515
Mouse,19726,South,12868
Laptop,62968,North,17429
Laptop,7437,South,14559
Phone,27656,East,15962
Tablet,10407,West,4499
Phone,75143,North,3571
Laptop,49190,South,12087
Keyboard,89348,North,12736
Tablet,34707,South,14121
Tablet,89565,West,851
Mouse,55099,South,10388
Keyboard,51733,North,15635
Laptop,18554,South,8844
Tablet,17549,North,8886
Laptop,4611,South,6103
Mouse,63170,North,7527
Tablet,65913,East,545
Laptop,96120,North,17969
Mouse,38653,North,1768
Phone,22689,North,17550
Phone,82277,North,14986
Mouse,76748,West,13849
Mouse,42597,East,14682
Laptop,42822,East,5164
Tablet,94279,North,8872
Mouse,95893,North,14228
Tablet,26304,East,14553
Monitor,24839,East,11976
Keyboard,25593,West,1114
Monitor,73496,North,8853
Phone,96559,West,634
Tablet,23656,East,18201
Keyboard,14863,East,4306
Keyboard,66724,North,6968
Laptop,86090,East,1094
Mouse,36512,East,8408
Laptop,61232,South,2861
Keyboard,50155,East,19048
Laptop,67366,South,4130
Mouse,77322,North,1555
Keyboard,68433,North,16242
Mouse,24487,North,2324
Laptop,82668,West,2320
Mouse,43071,West,10028
Keyboard,76986,South,15052
Tablet,45786,West,13600
Phone,57385,West,14798
Monitor,59769,East,8842
Keyboard,34810,East,6809
Mouse,78092,West,17099
Phone,29425,West,9547
Monitor,88465,South,1598
Laptop,24232,North,19466
Keyboard,20173,West,14809
Mouse,87627,South,17249
Tablet,51697,South,11959
Laptop,39822,East,13190
Laptop,76224,West,4936
Mouse,84077,West,17789
Laptop,4587,North,2796
Keyboard,8612,East,5018
Laptop,69204,North,10425
Keyboard,11807,South,12490
Keyboard,1674,West,17145
Keyboard,65801,South,11534
Mouse,67622,West,12993
Phone,93119,North,7864
Monitor,23969,West,6781
Phone,89483,West,13644
Monitor,27850,South,2097
Monitor,43076,North,11395
Laptop,8661,West,5492
Mouse,62575,West,16290
Laptop,67417,North,19971
Tablet,79130,West,4666
Keyboard,17869,North,12179
Phone,14040,East,3718
Mouse,96821,North,13885
Keyboard,38377,East,1652
Keyboard,21801,West,17779
Monitor,18737,North,19197
Tablet,82884,East,168
Mouse,51390,West,17591
Keyboard,61276,East,17330
Mouse,43062,South,13413
Tablet,64963,East,2060
Tablet,73893,West,1475
Phone,15034,North,11660
Phone,89949,West,6395
Laptop,75562,South,3445
Laptop,5991,North,15683
Keyboard,2441,South,10560
Monitor,59093,South,8423
Laptop,83630,South,16920
Keyboard,51353,West,8846
Mouse,2841,South,11343
Phone,3140,North,16988
Laptop,26330,West,9340
Monitor,80357,West,12209
Laptop,40055,North,15645
Mouse,98169,South,12065
Tablet,84337,East,19014
Monitor,83775,North,16012
Monitor,90165,North,9905
Phone,28718,East,3152
